serial_number,zip_code,model_year,final_assembly_code,battery_assembly_code
00CC2204LRF3W6,91061,2022,00,CC
00CC2202LIESMR,38358,2022,00,CC
11AA2208TKU62J,59373,2022,11,AA
00AA2208YF24Y9,07542,2022,00,AA
00DD2208K5E0X5,13132,2022,00,DD
00DD2210951OG8,72536,2022,00,DD
00CC22061XWAHU,34332,2022,00,CC
00CC2208SWZFE7,05829,2022,00,CC
11AA2203FFJJJK,26276,2022,11,AA
00BB2203MAMMMB,27557,2022,00,BB
00BB2204UWGPGS,63200,2022,00,BB
00DD2208SWVID1,23205,2022,00,DD
00AA2205RZLT1Q,27304,2022,00,AA
00DD2208UY4VBD,76546,2022,00,DD
00CC22097OQGUM,05518,2022,00,CC
00DD2208HQ8JFV,63991,2022,00,DD
00CC2201DHL22G,85501,2022,00,CC
00CC2202YVAEKY,47519,2022,00,CC
00DD22124RL03I,49339,2022,00,DD
00BB2211G1AILH,55013,2022,00,BB
11AA2201KSIUWM,84923,2022,11,AA
00AA2208IT4V24,44201,2022,00,AA
00DD2210HIBMLO,02438,2022,00,DD
00AA2206C89IHK,61711,2022,00,AA
00CC22108Y1PC0,08038,2022,00,CC
00CC22058N4C1A,82604,2022,00,CC
00CC2204XPX3LJ,22787,2022,00,CC
00DD2202ZQQ7X9,59664,2022,00,DD
11AA2209X0VX8X,15811,2022,11,AA
00AA2206C2OGEU,10211,2022,00,AA
00BB221212S1MN,06986,2022,00,BB
00DD2212EO5ZUC,77352,2022,00,DD
00CC2212B1HBTU,93769,2022,00,CC
00AA2204J2STU6,92089,2022,00,AA
00CC2204NVF7DW,67302,2022,00,CC
00BB2202AC3TBN,93117,2022,00,BB
00CC2203H6N03W,68868,2022,00,CC
00DD2204GAY49Q,73936,2022,00,DD
00DD2207DYRDBN,04180,2022,00,DD
00AA22095JU9HU,25629,2022,00,AA
00DD2209ZCXNM2,92492,2022,00,DD
00CC2206KS0GIR,19781,2022,00,CC
00DD22117PKGMI,58164,2022,00,DD
00DD2203OWC2IH,54146,2022,00,DD
00DD2209IK5O4I,59852,2022,00,DD
00BB2205KE98JT,40368,2022,00,BB
00BB2212HS7WUJ,66971,2022,00,BB
00CC22049WX5LW,72031,2022,00,CC
11AA2207N1BOY4,29401,2022,11,AA
00CC2202WX84FU,00398,2022,00,CC
00AA2208I73DTR,11069,2022,00,AA
00DD2212EENPG6,12662,2022,00,DD
00CC2211ZZKQCR,39904,2022,00,CC
00AA2204WIXCBS,46719,2022,00,AA
00AA221027ZLMN,74214,2022,00,AA
00DD2207S5V4K9,51451,2022,00,DD
00DD2212B3AEYH,40145,2022,00,DD
00DD2208T58M0V,06009,2022,00,DD
00AA2210KGYZOO,44327,2022,00,AA
11AA22045J709L,25397,2022,11,AA
00CC2202JIXZ4V,51046,2022,00,CC
00BB22027ERLED,31200,2022,00,BB
00AA2201SCAQEC,51354,2022,00,AA
00DD2209E13OQ3,02039,2022,00,DD
00DD2212Y0Z8FR,52075,2022,00,DD
11AA2203MJC8YA,44616,2022,11,AA
00DD2211BPG054,68046,2022,00,DD
00DD2207QBAVOW,11635,2022,00,DD
00DD2201KREN4N,51859,2022,00,DD
00CC2201R612PC,18080,2022,00,CC
11AA22091O2UB0,20289,2022,11,AA
00CC2206Z3EK7G,27782,2022,00,CC
00BB2209QTIPNO,53118,2022,00,BB
00BB2212WN7EGU,47259,2022,00,BB
00BB2208YUBE9Z,62204,2022,00,BB
00CC2205O8MIIU,40935,2022,00,CC
00DD2206KZZHR4,38156,2022,00,DD
00CC2207EBMHK5,30280,2022,00,CC
00BB2212DVC7MZ,18681,2022,00,BB
11AA2201VIDNSY,11535,2022,11,AA
00DD2211IUDWZV,61041,2022,00,DD
00BB2212WYKYBB,45346,2022,00,BB
11AA22089FUEQ7,81221,2022,11,AA
00DD22055GE8L2,59701,2022,00,DD
00DD2203KEBQ51,77208,2022,00,DD
00CC22036ODA5Q,52840,2022,00,CC
00DD2202FQVMLO,71379,2022,00,DD
00BB2204KYEQ9U,90246,2022,00,BB
00DD22127052S0,55136,2022,00,DD
00DD2210WFYUEK,46480,2022,00,DD
00DD22052EZBDG,76407,2022,00,DD
00DD22077L1LJJ,52807,2022,00,DD
00DD2203K76Y58,21860,2022,00,DD
00DD2211QYIP4W,02223,2022,00,DD
00BB2211WRUY85,55406,2022,00,BB
11AA2209VKRLWA,86699,2022,11,AA
11AA22019BMXMW,59250,2022,11,AA
00CC2211CPZ809,27114,2022,00,CC
11AA2205BKUED8,22322,2022,11,AA
00DD2210O66RSB,55129,2022,00,DD
00AA2208OYEALT,10208,2022,00,AA
00DD2212W1RQAA,08916,2022,00,DD
00AA2209N25BPV,85832,2022,00,AA
00CC2205T1NLFH,13168,2022,00,CC
11AA2205CHZ1LT,53728,2022,11,AA
00CC2202XPAVTD,00294,2022,00,CC
00DD220697MXG4,12988,2022,00,DD
11AA2203WD3G0C,19956,2022,11,AA
11AA2208YIT8EM,92724,2022,11,AA
00CC2207WIZFEF,43895,2022,00,CC
11AA2210CKDK04,42680,2022,11,AA
11AA2204JRRMDD,18051,2022,11,AA
00CC2211BGA4TJ,13486,2022,00,CC
00CC2210KLJET0,46701,2022,00,CC
00BB2202P5B7ON,48574,2022,00,BB
00CC2205B1NSNR,34676,2022,00,CC
00BB22090US38S,09766,2022,00,BB
00AA22078JG3MD,01764,2022,00,AA
00BB2203KMUSKF,29299,2022,00,BB
11AA2212F2VV5K,82696,2022,11,AA
00BB2206XAIC15,05881,2022,00,BB
00AA2208EEJ5TI,54419,2022,00,AA
00CC2206F6PSYE,22212,2022,00,CC
00AA2202H4TSM4,13486,2022,00,AA
00CC221218F157,96141,2022,00,CC
00AA2205LWC6SF,15397,2022,00,AA
11AA2204VOUVV0,31856,2022,11,AA
00CC2208AOQSJ1,44903,2022,00,CC
00DD2207CBWSU7,08514,2022,00,DD
00AA2205FXUNKY,30985,2022,00,AA
00AA2207NA61V4,78606,2022,00,AA
00DD2203PNWO68,07619,2022,00,DD
00BB2207Z15OXJ,30848,2022,00,BB
11AA2208OEKSJ3,82493,2022,11,AA
00AA2209953X4X,27379,2022,00,AA
00AA220902NW4N,10461,2022,00,AA
00CC22120IO622,83788,2022,00,CC
00DD22010URV4B,60089,2022,00,DD
00BB2201DIBKF4,10244,2022,00,BB
00BB2203M0NXFZ,93719,2022,00,BB
00BB2202U7QMHF,61511,2022,00,BB
00DD220849QG4Y,07168,2022,00,DD
11AA2207KXLFUI,95852,2022,11,AA
00BB2208ZK9R2U,47868,2022,00,BB
00AA22043O4R19,03445,2022,00,AA
00DD2207S20WLX,17929,2022,00,DD
11AA2209PJDU8Y,70429,2022,11,AA
00CC22092V4DBQ,14976,2022,00,CC
00AA2209FK6RXC,17458,2022,00,AA
00CC2211OV2F99,86022,2022,00,CC
00AA220525EZTN,21044,2022,00,AA
00CC22080UZL6S,89144,2022,00,CC
11AA22114O8GX4,84142,2022,11,AA
00BB2207I1YHM0,40573,2022,00,BB
00BB2202WOY7Y8,35131,2022,00,BB
00DD220451Y1S0,96687,2022,00,DD
00CC2208BIWKXG,24662,2022,00,CC
00AA220976IOX7,79886,2022,00,AA
00DD2201RO3977,27953,2022,00,DD
00DD22106AZX6O,68339,2022,00,DD
00AA22028I79KW,55197,2022,00,AA
00AA2208EOREUW,71348,2022,00,AA
00CC2208N0FTBR,34978,2022,00,CC
00AA2207EFOB1D,19959,2022,00,AA
00BB2207BD0DFE,12364,2022,00,BB
00CC2205ST04SP,43052,2022,00,CC
00AA2208IY4VBK,39654,2022,00,AA
00CC2203PNCCA3,74158,2022,00,CC
11AA22066J3F0M,77196,2022,11,AA
00CC22066KI6D0,56531,2022,00,CC
00DD2212I3NAA8,13171,2022,00,DD
00DD22037Y73JN,86394,2022,00,DD
00CC2207I3936R,27426,2022,00,CC
00AA2202AI7NVD,79520,2022,00,AA
00BB2203T6FWF3,16779,2022,00,BB
11AA2207UYK9G2,24634,2022,11,AA
00AA2202XML1UE,79031,2022,00,AA
11AA2209Y72TWI,36667,2022,11,AA
00AA2212S9LOHR,27627,2022,00,AA
00CC2211MZBOY9,33938,2022,00,CC
00DD2208A20YVN,88725,2022,00,DD
00CC22041I2AI9,31196,2022,00,CC
00AA22073RCY5G,22791,2022,00,AA
00CC2207KO9D7F,41602,2022,00,CC
00BB2206NWPSI5,10365,2022,00,BB
00DD2207REPO3E,96385,2022,00,DD
00BB2212EGNWN9,30484,2022,00,BB
00BB2202BOXJQN,77850,2022,00,BB
00CC2212WW56U5,19711,2022,00,CC
00DD2202N67BCZ,50381,2022,00,DD
00BB22076UOWO9,41470,2022,00,BB
00BB2207U5VKVX,15201,2022,00,BB
00BB2211U98B9X,77286,2022,00,BB
00CC221046BF3R,77450,2022,00,CC
00AA2202TVO1OS,02955,2022,00,AA
00DD2204WNR3RH,24347,2022,00,DD
00AA2204WG528E,05066,2022,00,AA
00AA2207NAI5UV,35915,2022,00,AA
11AA2208NOYW4J,74388,2022,11,AA
00BB2206MUOE6M,02645,2022,00,BB
11AA2211R5WFJI,55636,2022,11,AA
00CC22101UHTT3,76953,2022,00,CC
00DD2201CNU9AS,58135,2022,00,DD
00DD2209QV4RUQ,02927,2022,00,DD
00BB2202NOJFCI,25248,2022,00,BB
11AA2207SMQC45,64031,2022,11,AA
00DD2201SEFDNW,17975,2022,00,DD
00DD2208QDWJV1,39673,2022,00,DD
00DD221088VM3R,82020,2022,00,DD
00CC2203F5WZ8P,86539,2022,00,CC
00DD2211UZVNI7,57575,2022,00,DD
11AA2212NRX3LV,53884,2022,11,AA
00DD2203O12F2U,25810,2022,00,DD
00AA2202YRMSFH,51076,2022,00,AA
00AA2205ZEP5DQ,96401,2022,00,AA
00BB22124ZXWN8,57903,2022,00,BB
00DD2211Q02KTM,68354,2022,00,DD
11AA22079W7EUB,29485,2022,11,AA
00BB22038WWMQF,65849,2022,00,BB
00BB2209F4GE3J,75864,2022,00,BB
00AA22126HD81M,66449,2022,00,AA
00CC2211C7JOH9,50145,2022,00,CC
00AA2201SB7SKQ,82770,2022,00,AA
00BB2202WOYSXX,37092,2022,00,BB
00BB221242BUFM,23963,2022,00,BB
00AA2211YMEINJ,89401,2022,00,AA
00BB22109L1RZD,73540,2022,00,BB
00CC2206SUCT4M,67308,2022,00,CC
00BB2204JT9NU6,22635,2022,00,BB
00AA2201QH7QW7,61541,2022,00,AA
00AA2202VRVJTI,78760,2022,00,AA
00CC22077VYWP1,65433,2022,00,CC
00CC2202N21HJY,16115,2022,00,CC
11AA2210G3O354,53397,2022,11,AA
00CC2211PMK3H8,88134,2022,00,CC
00DD2204F196DG,85585,2022,00,DD
00AA2205MGVQXM,39063,2022,00,AA
00BB2201KMYLDI,79533,2022,00,BB
00DD2209TPH2M7,18047,2022,00,DD
00DD2203BZ0VF3,88280,2022,00,DD
00BB22100XC1I0,23732,2022,00,BB
11AA2201OCBV5R,59248,2022,11,AA
11AA22122Y3HGK,94640,2022,11,AA
00CC2206GYWE4P,03271,2022,00,CC
00BB2201MD68TB,95300,2022,00,BB
00DD2212KFDCNM,68163,2022,00,DD
00DD2206JJDH3E,48809,2022,00,DD
00CC22066Q8KDB,53984,2022,00,CC
00DD2207JCPJZL,39126,2022,00,DD
00CC2205XADZ8F,77409,2022,00,CC
00DD2204K0HPEH,94336,2022,00,DD
11AA2208SJLM31,42912,2022,11,AA
11AA2206K3AK24,13355,2022,11,AA
11AA220643J4G9,74162,2022,11,AA
00BB2211PQ5F13,44252,2022,00,BB
00CC2210ZCVQ6S,96658,2022,00,CC
00BB2204YS40IK,66913,2022,00,BB
00BB22112YDRYL,04250,2022,00,BB
00DD2207USLXD1,30331,2022,00,DD
00BB22026MBZ2F,65319,2022,00,BB
00CC2205PL8C9C,10109,2022,00,CC
00CC2202V11E61,35030,2022,00,CC
00DD2210UGV2LX,44005,2022,00,DD
00AA2210HG6IOU,21485,2022,00,AA
00DD2212OLA0LM,71599,2022,00,DD
00CC22022F6KY8,77315,2022,00,CC
00AA2206ZKBFBH,28059,2022,00,AA
00CC2202KC8NUG,66489,2022,00,CC
00CC22063HU7LQ,70305,2022,00,CC
11AA2208XW2KNT,32562,2022,11,AA
00DD2206NBV1SS,50855,2022,00,DD
11AA2204VG6RXV,90051,2022,11,AA
00BB2211JQKZTH,55178,2022,00,BB
00AA22105L9ZGJ,36943,2022,00,AA
00AA221097685G,92455,2022,00,AA
00CC2211ITA9Z7,91813,2022,00,CC
11AA220166K6Q4,20366,2022,11,AA
00CC2204GPS5YW,33518,2022,00,CC
11AA2212HRT6KZ,39459,2022,11,AA
00DD22023MTGJO,12832,2022,00,DD
00DD22126RO0W7,32826,2022,00,DD
00AA2208Y5EO6D,13106,2022,00,AA
11AA2212WG1BCL,30564,2022,11,AA
11AA22086KMDXW,82005,2022,11,AA
00CC220353CRV6,46176,2022,00,CC
00DD22110RLBGP,91709,2022,00,DD
00BB2203DOLZLC,95746,2022,00,BB
00BB22031D3ZQ2,78154,2022,00,BB
00AA22070TN386,25476,2022,00,AA
00CC220843J0CN,89820,2022,00,CC
00AA2209IR96WG,08235,2022,00,AA
11AA22020FOZAE,07660,2022,11,AA
00CC2206HW8IDK,89954,2022,00,CC
00AA2408GQH479,30570,2024,00,AA
00AA2412XSMKGV,86347,2024,00,AA
00AA24081205O4,63337,2024,00,AA
00CC24056DN2CL,05656,2024,00,CC
00AA2412HA747S,85320,2024,00,AA
00CC2411EW2QZM,82915,2024,00,CC
00AA2412F4JE3L,64519,2024,00,AA
00DD24020CNTZ6,11545,2024,00,DD
00AA2403BV9VRT,54614,2024,00,AA
11AA24127V1R9M,28116,2024,11,AA
00AA2405K6NLCU,74925,2024,00,AA
00AA2404CEV7FJ,64112,2024,00,AA
00AA2407NM75SD,06308,2024,00,AA
00AA240604BZAF,56815,2024,00,AA
00BB2401EK0IY1,33593,2024,00,BB
11AA2401QYR4SW,29717,2024,11,AA
00DD24069G69N9,40655,2024,00,DD
00AA2404U77TBM,12490,2024,00,AA
00DD241136N3UE,70489,2024,00,DD
00BB2408TUIQY0,04865,2024,00,BB
00BB241084JVFV,21117,2024,00,BB
00BB2408NTNLGV,07538,2024,00,BB
11AA24091PR96I,01905,2024,11,AA
00BB24109D0VC5,78097,2024,00,BB
00CC2406FA7Y37,36685,2024,00,CC
00BB24018C83EU,27577,2024,00,BB
00CC240717UNQR,41613,2024,00,CC
00CC24043GFU3U,24872,2024,00,CC
00BB24078JWVSE,75257,2024,00,BB
00CC2403UEODT1,39872,2024,00,CC
00AA2406P3WJ6I,79920,2024,00,AA
00DD24073JAVPC,17485,2024,00,DD
00AA2412JJ7P28,24148,2024,00,AA
00DD2408YZOP2J,76770,2024,00,DD
00BB2411ANPPIY,23750,2024,00,BB
00CC24116FAJKI,03975,2024,00,CC
00CC24113RBVS9,32735,2024,00,CC
00BB2409TIIR5P,86635,2024,00,BB
11AA2406RGB16K,75933,2024,11,AA
11AA241244TFNK,81897,2024,11,AA
00AA240611MVA7,86682,2024,00,AA
00BB2412TQHSI9,01167,2024,00,BB
00BB24057K1KEU,83241,2024,00,BB
11AA240685PG07,33674,2024,11,AA
00CC240875OYBR,18249,2024,00,CC
00DD24103YW1LF,37005,2024,00,DD
11AA2403L1Y3FS,19385,2024,11,AA
00BB2402N9C4AT,75340,2024,00,BB
00BB241192ZQKY,69777,2024,00,BB
11AA2403S76U2P,24022,2024,11,AA
00AA240395U0FG,08585,2024,00,AA
00CC2402ZHXWPU,93222,2024,00,CC
00DD2411D3F2KS,22282,2024,00,DD
11AA2410FXYWA0,75858,2024,11,AA
00CC24043AJ7SF,50061,2024,00,CC
11AA2404HORAUB,29950,2024,11,AA
00CC24087PXGM2,10878,2024,00,CC
00BB2407Z6TJRW,67828,2024,00,BB
11AA24030BTWKH,39616,2024,11,AA
00BB2412PKS1MC,84153,2024,00,BB
00AA24127WS7BR,09519,2024,00,AA
00AA2408BQGNPH,25511,2024,00,AA
11AA2401FF1S0P,62829,2024,11,AA
00BB24115YN2C1,28530,2024,00,BB
00CC2411UXWTQO,27560,2024,00,CC
00DD24018NPKUI,02495,2024,00,DD
00CC240238VIDZ,38525,2024,00,CC
00BB24039BJVM0,26772,2024,00,BB
11AA24100MR8U1,48135,2024,11,AA
00DD240495TO32,70039,2024,00,DD
00CC2409HRWIMP,38558,2024,00,CC
11AA2405VFBVS2,83672,2024,11,AA
00BB24071D1WFZ,06009,2024,00,BB
00AA2402TW9OIY,89050,2024,00,AA
00CC2401QOJ5UG,87158,2024,00,CC
00DD2409Y5B6SA,42985,2024,00,DD
11AA2410RQHU5H,19948,2024,11,AA
00BB241106WFXT,12709,2024,00,BB
00DD241218CZ6I,12405,2024,00,DD
11AA2403I8921K,22642,2024,11,AA
00BB2405U0N8TS,39574,2024,00,BB
00BB2412WENNZO,72443,2024,00,BB
00DD2404KJANKP,65154,2024,00,DD
00CC2407FBGJNV,23595,2024,00,CC
00DD24112UKP84,38208,2024,00,DD
00DD24027ODZJB,30200,2024,00,DD
11AA2411EN39V7,16572,2024,11,AA
11AA2410LLT1J5,00968,2024,11,AA
11AA2406WRMKXQ,62191,2024,11,AA
00AA2403NWE7EZ,17816,2024,00,AA
00DD2407UWE2AY,69605,2024,00,DD
11AA2410JZV28Y,23829,2024,11,AA
00CC2408CPB8I5,15638,2024,00,CC
00DD2406XQC9R1,19690,2024,00,DD
00BB2407TOQOJV,54901,2024,00,BB
00DD2412VGAM6T,00542,2024,00,DD
00CC2408ONY1L0,79539,2024,00,CC
00BB2405TFHTN1,34372,2024,00,BB
00AA2409B12FPJ,14183,2024,00,AA
00AA2412MU1PZU,96603,2024,00,AA
00AA2411QC1CN1,12769,2024,00,AA
00CC2401893RL9,47912,2024,00,CC
00AA2403SJ58FD,07795,2024,00,AA
00CC2409Q2P0MQ,47739,2024,00,CC
00BB2408ZFXHXD,18713,2024,00,BB
11AA2410X7ORZ4,03986,2024,11,AA
00BB24082CDTV2,64444,2024,00,BB
00AA2404VLE3XM,20513,2024,00,AA
00CC2405FA79T5,92652,2024,00,CC
11AA2404QR51TA,11847,2024,11,AA
11AA2404KCPDMU,13638,2024,11,AA
11AA2403EDKBXG,72541,2024,11,AA
00AA24023G2UVV,86725,2024,00,AA
00CC2411W3PG0S,68259,2024,00,CC
00BB2403ANAEIL,11693,2024,00,BB
11AA2405Z3PX72,43778,2024,11,AA
00BB2404HX6NGO,45545,2024,00,BB
11AA24087RUY2L,73067,2024,11,AA
00BB2411JL0ES4,74653,2024,00,BB
00DD2410UOFB9C,07403,2024,00,DD
00AA24074CQBIS,26848,2024,00,AA
11AA2407V2WSFH,83959,2024,11,AA
11AA2412V8HDJ9,79037,2024,11,AA
00BB2405F6CEHN,01213,2024,00,BB
11AA2410VLMRFO,24197,2024,11,AA
00CC2409GG6FIL,59091,2024,00,CC
11AA24028YBU72,08445,2024,11,AA
00CC2411EX1BC9,18439,2024,00,CC
00BB2411UV9K8Q,06317,2024,00,BB
00BB241239WBDF,05312,2024,00,BB
11AA24030K5XCG,64532,2024,11,AA
11AA2409X3UI0N,95075,2024,11,AA
11AA2406K55VTU,01769,2024,11,AA
00BB2403RTJ7Y3,26019,2024,00,BB
00AA2407MLMI8E,26790,2024,00,AA
00BB24128FYJB5,87122,2024,00,BB
00AA2409V7JMIS,24732,2024,00,AA
11AA24034O8TI9,55171,2024,11,AA
00CC2405N5BW3F,80281,2024,00,CC
00CC24058ODRSW,05461,2024,00,CC
00CC2408QFUIJP,08791,2024,00,CC
00BB24058IK7BP,36847,2024,00,BB
00DD2406XXHEYO,44177,2024,00,DD
00BB2411EGA84P,82799,2024,00,BB
00DD2402F320W0,88863,2024,00,DD
11AA2408FSQZ7Q,85174,2024,11,AA
00AA2407JR70QI,51795,2024,00,AA
00CC2407U63DEP,28948,2024,00,CC
00DD2407W508L5,03270,2024,00,DD
11AA2407O36UAO,30667,2024,11,AA
00CC2409VNW7GG,52775,2024,00,CC
11AA24029H8NRR,16163,2024,11,AA
00CC24029QQ9RT,36816,2024,00,CC
00DD2404VXBCKH,32798,2024,00,DD
00AA24046DZZQU,45930,2024,00,AA
00DD2401LGB5I2,81599,2024,00,DD
00DD2404V75M9H,61977,2024,00,DD
00DD2407E9C6YF,68836,2024,00,DD
00BB24029MQAWJ,05344,2024,00,BB
00DD24083LZ0N2,05646,2024,00,DD
00AA2411H7N7YF,34116,2024,00,AA
00AA2404ZDUEEO,79629,2024,00,AA
00AA24107BGBD8,87119,2024,00,AA
00AA2401Q4FV1M,38397,2024,00,AA
11AA24025YZ3M2,93266,2024,11,AA
00CC2406059XVP,22177,2024,00,CC
00AA2410SDH8F4,12814,2024,00,AA
00AA2403L1WKIZ,04178,2024,00,AA
00AA24039LABBD,17016,2024,00,AA
00CC24091QZ6ZT,57044,2024,00,CC
00BB2404ZFACAY,43992,2024,00,BB
00AA241017WRPY,65373,2024,00,AA
00CC2410MKD4NV,50435,2024,00,CC
00AA24022UKX6A,09487,2024,00,AA
00BB24126706GI,08911,2024,00,BB
11AA24028BS975,41937,2024,11,AA
00BB2402XQONFZ,69024,2024,00,BB
00AA2408FO1UQI,64659,2024,00,AA
11AA2410PZ5PYQ,95601,2024,11,AA
00BB2406YFCEKM,60409,2024,00,BB
11AA2404DOM5MY,02082,2024,11,AA
00BB24068W2AQS,25008,2024,00,BB
00BB24101XYP1X,43579,2024,00,BB
00CC24050W0GZN,80729,2024,00,CC
00AA2410SBT17O,17740,2024,00,AA
00DD2402LSM98H,23437,2024,00,DD
11AA2402YT6AL2,61815,2024,11,AA
00DD2407MGD2AJ,29693,2024,00,DD
00BB2403O5MFRW,33680,2024,00,BB
00DD24112RERF3,64800,2024,00,DD
00BB2410EQVD9Y,68362,2024,00,BB
00BB2409ZFZF6Z,90266,2024,00,BB
00BB2402U6JDIE,28846,2024,00,BB
00CC240686ORN3,00157,2024,00,CC
00BB24058HC2RC,05075,2024,00,BB
00AA2407S938ZA,06046,2024,00,AA
00BB2405KQ8YWY,85750,2024,00,BB
00CC2402J3O71T,95098,2024,00,CC
00BB2411OGKTV8,43219,2024,00,BB
11AA2402HU8GD2,41582,2024,11,AA
00AA2409EEAZ92,89528,2024,00,AA
00CC2409N6XHSY,96376,2024,00,CC
11AA2409KRQXZV,85014,2024,11,AA
00DD2403DSXCGH,10149,2024,00,DD
00CC2404XLJRST,89124,2024,00,CC
00DD24034AHP7C,67184,2024,00,DD
11AA24055DHYDW,29493,2024,11,AA
00CC2410D5D5EK,00873,2024,00,CC
00CC2408RSVT4Q,61168,2024,00,CC
00CC2406DX7OIV,62721,2024,00,CC
00BB240714OEFU,11365,2024,00,BB
11AA240678PO28,35392,2024,11,AA
11AA2407G3SXV1,70759,2024,11,AA
00BB24053N143N,31808,2024,00,BB
00CC2409QBRJGY,24273,2024,00,CC
00DD2412IDPQ2Z,65513,2024,00,DD
00BB2408HORAI7,24749,2024,00,BB
11AA240886W3J8,96345,2024,11,AA
11AA2412QCUVQR,74245,2024,11,AA
00CC240173ZZX0,52671,2024,00,CC
00CC2406A5JCBG,93424,2024,00,CC
00CC2409ZASX28,83420,2024,00,CC
00CC24119FMSWQ,22826,2024,00,CC
00AA2408TCU7VZ,53115,2024,00,AA
11AA2406NCQC07,82817,2024,11,AA
11AA2409AYUX8H,00361,2024,11,AA
00CC24116G8JUQ,88364,2024,00,CC
11AA2404MCDLYQ,88383,2024,11,AA
00CC2409U13EME,18818,2024,00,CC
00BB2406AR90OV,45652,2024,00,BB
00DD2406Z8XN7W,78587,2024,00,DD
00DD2402KEJO1E,92244,2024,00,DD
00BB2411J48FW4,74942,2024,00,BB
00AA2405HBYQSN,05739,2024,00,AA
00CC2412U6PCRH,85216,2024,00,CC
11AA24090S65MH,11476,2024,11,AA
00AA241015KGP1,85437,2024,00,AA
00DD2402EAGNLD,63781,2024,00,DD
00DD2401F7IPOR,08847,2024,00,DD
00AA2408BL435B,39899,2024,00,AA
11AA2411CF5UG9,35186,2024,11,AA
00CC240494G9LN,52366,2024,00,CC
11AA2403NSHSUI,66977,2024,11,AA
00DD2406HMZ7ZY,19539,2024,00,DD
00CC240413RZWQ,12321,2024,00,CC
00BB24117Y34WH,51332,2024,00,BB
00BB2403D3UMZC,48460,2024,00,BB
00CC2408I329NO,19406,2024,00,CC
00CC2404TUTMLP,14692,2024,00,CC
00DD2407DJP30Y,94669,2024,00,DD
11AA2408N08TSS,33635,2024,11,AA
00BB2407BQ63WP,86550,2024,00,BB
00CC2407NLWHFI,92193,2024,00,CC
11AA2409D9JYY7,59183,2024,11,AA
00DD2403WAE14O,80345,2024,00,DD
00DD2402E69CGZ,56068,2024,00,DD
00DD2407G9CB2C,24711,2024,00,DD
11AA2411GQLR9F,54761,2024,11,AA
00BB24034M73K9,35204,2024,00,BB
00AA24070CJJRM,32748,2024,00,AA
00DD2412FZVK0L,27535,2024,00,DD
00BB240196J4G5,13194,2024,00,BB
00BB2405RE7I4P,74686,2024,00,BB
00CC24038982MH,08767,2024,00,CC
00BB2411WJXJFV,13396,2024,00,BB
00CC2402SF5VMO,50385,2024,00,CC
00BB2405Y9N280,26474,2024,00,BB
11AA2411PSEF6C,47062,2024,11,AA
11AA2410PMVTDO,33719,2024,11,AA
00AA2410FQ7CZO,06971,2024,00,AA
00CC2409VC1QEK,50164,2024,00,CC
00BB24016PA933,36212,2024,00,BB
00BB2410YHHE1H,91500,2024,00,BB
00AA2411SPB0BA,36991,2024,00,AA
00CC2403BKH2K9,20622,2024,00,CC
11AA2405ROHL03,04070,2024,11,AA
00DD2407B16VP0,80274,2024,00,DD
11AA2412F1M0NM,41334,2024,11,AA
00CC2405ANN8GH,33057,2024,00,CC
00CC24127U9WOK,55215,2024,00,CC
00CC24089YCEAR,84174,2024,00,CC
00AA2410VODF7P,56434,2024,00,AA
00BB2409NL8VAN,39538,2024,00,BB
00DD24108LJ7G3,95656,2024,00,DD
00AA2406C0XT4V,62878,2024,00,AA
11AA2412TY3OQR,39520,2024,11,AA
11AA2409FC2ETB,15585,2024,11,AA
11AA2406LE00JZ,61481,2024,11,AA
00BB2401P2A3Z5,47429,2024,00,BB
11AA2404PSJ9KN,25745,2024,11,AA
00BB2406EG8XIA,35604,2024,00,BB
00AA2412ETTTDR,51271,2024,00,AA
00BB2401Z8E9EK,46690,2024,00,BB
00CC2409C8FRRA,77082,2024,00,CC
00CC2402JBFQT6,04570,2024,00,CC
11AA2404PNS5WY,55883,2024,11,AA
00DD2406DZFG6V,93125,2024,00,DD
00BB2403WN1UW6,19551,2024,00,BB
00AA2405WOXJXE,54090,2024,00,AA
11AA24016DJFPZ,62481,2024,11,AA
00BB240884KA2Y,15859,2024,00,BB
00BB2402VXYJQ2,23435,2024,00,BB
00CC2405TXE9R3,80922,2024,00,CC
11AA2402ZTUT52,67501,2024,11,AA
00DD2408U2YQZB,61659,2024,00,DD
00CC2405W71H38,72327,2024,00,CC
00BB2410LJEUYJ,58851,2024,00,BB
00CC2410T70SGC,08305,2024,00,CC
00DD2405Y8JR4O,78801,2024,00,DD
00BB2407VF7QRK,12282,2024,00,BB
00AA2412AL0S5U,62412,2024,00,AA
11AA2403W0FW8C,08908,2024,11,AA
00CC2409623734,35939,2024,00,CC
00CC2404SY5ZQI,63342,2024,00,CC
00BB2409PF4Y1D,81360,2024,00,BB
00BB2407OBCQMU,73177,2024,00,BB
00AA24012CLG3W,45779,2024,00,AA
00BB2402F4EW84,69746,2024,00,BB
00BB2406B79OKA,45900,2024,00,BB
00BB2405QF0JNS,27128,2024,00,BB
00BB2410PE0PWB,47829,2024,00,BB
00CC2408CK3KUJ,70287,2024,00,CC
00BB2405CL984O,83289,2024,00,BB
00AA2405KL2IM4,39855,2024,00,AA
11AA2412C6XQJR,13549,2024,11,AA
